contract_id,symbol,expiration,strike,type,last_price,mark,bid,ask,bid_size,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY250926C00612000,SPY,2025-09-26,612.0,call,40.18,48.72,46.95,50.49,11,11,0,7,2025-09-15,0.01976,1.0,0.0,-0.07251,0.0,0.1842
SPY250926P00612000,SPY,2025-09-26,612.0,put,0.0,0.39,0.38,0.39,218,360,0,6144,2025-09-15,0.2539,-0.03625,0.00273,-0.1024,0.09124,-0.00735
SPY250926C00613000,SPY,2025-09-26,613.0,call,34.47,47.72,45.95,49.49,11,11,0,13,2025-09-15,0.01976,1.0,0.0,-0.07263,0.0,0.1845
SPY250926P00613000,SPY,2025-09-26,613.0,put,0.4,0.4,0.39,0.4,1623,353,28,467,2025-09-15,0.2539,-0.03929,0.00292,-0.10932,0.09744,-0.00797
SPY250926C00614000,SPY,2025-09-26,614.0,call,38.79,46.73,44.96,48.5,11,11,0,5,2025-09-15,0.01976,1.0,0.0,-0.07274,0.0,0.1848
SPY250926P00614000,SPY,2025-09-26,614.0,put,0.4,0.41,0.4,0.41,1938,260,3,413,2025-09-15,0.23438,-0.03132,0.00262,-0.08369,0.08089,-0.00634
SPY250926C00615000,SPY,2025-09-26,615.0,call,46.1,45.74,43.97,47.51,11,11,20,246,2025-09-15,0.01976,1.0,0.0,-0.07286,0.0,0.1851
SPY250926P00615000,SPY,2025-09-26,615.0,put,0.43,0.42,0.42,0.43,106,1528,690,2820,2025-09-15,0.23438,-0.03424,0.00282,-0.09004,0.08707,-0.00693
SPY250926C00616000,SPY,2025-09-26,616.0,call,37.8,44.75,42.97,46.52,11,11,0,14,2025-09-15,0.01976,1.0,0.0,-0.07298,0.0,0.1854
SPY250926P00616000,SPY,2025-09-26,616.0,put,0.5,0.43,0.43,0.44,1988,349,50,381,2025-09-15,0.23438,-0.03738,0.00303,-0.09671,0.09357,-0.00757
SPY250926C00617000,SPY,2025-09-26,617.0,call,41.16,43.75,41.98,45.52,11,11,0,45,2025-09-15,0.01976,1.0,0.0,-0.0731,0.0,0.1857
SPY250926P00617000,SPY,2025-09-26,617.0,put,0.49,0.46,0.45,0.46,146,371,712,273,2025-09-15,0.23438,-0.04075,0.00325,-0.10369,0.10038,-0.00825
SPY250926C00618000,SPY,2025-09-26,618.0,call,36.69,42.76,40.99,44.53,11,11,0,7,2025-09-15,0.01976,1.0,0.0,-0.07322,0.0,0.186
SPY250926P00618000,SPY,2025-09-26,618.0,put,0.48,0.46,0.46,0.47,393,260,190,1939,2025-09-15,0.23438,-0.04436,0.00348,-0.11099,0.1075,-0.00898
SPY250926C00619000,SPY,2025-09-26,619.0,call,33.03,41.78,40.03,43.54,1,11,0,17,2025-09-15,0.01976,1.0,0.0,-0.07334,0.0,0.1863
SPY250926P00619000,SPY,2025-09-26,619.0,put,0.55,0.48,0.48,0.49,1552,347,790,1525,2025-09-15,0.23438,-0.04821,0.00372,-0.1186,0.11493,-0.00977
SPY250926C00620000,SPY,2025-09-26,620.0,call,40.84,40.8,39.04,42.55,1,11,1,165,2025-09-15,0.01976,1.0,0.0,-0.07345,0.0,0.18661
SPY250926P00620000,SPY,2025-09-26,620.0,put,0.51,0.52,0.51,0.52,1,1976,311,6522,2025-09-15,0.23438,-0.05231,0.00398,-0.12652,0.12267,-0.0106
SPY250926C00621000,SPY,2025-09-26,621.0,call,39.79,39.8,38.05,41.56,1,11,1,32,2025-09-15,0.01976,1.0,0.0,-0.07357,0.0,0.18691
SPY250926P00621000,SPY,2025-09-26,621.0,put,0.49,0.53,0.52,0.53,364,353,8,522,2025-09-15,0.21487,-0.04241,0.00366,-0.09787,0.10366,-0.00858
SPY250926C00622000,SPY,2025-09-26,622.0,call,39.04,38.81,37.06,40.57,1,11,30,53,2025-09-15,0.01976,1.0,0.0,-0.07369,0.0,0.18721
SPY250926P00622000,SPY,2025-09-26,622.0,put,0.54,0.55,0.54,0.55,2010,343,617,250,2025-09-15,0.21487,-0.04645,0.00394,-0.10526,0.11156,-0.0094
SPY250926C00622500,SPY,2025-09-26,622.5,call,28.13,38.32,36.57,40.07,1,11,0,10,2025-09-15,0.01976,1.0,0.0,-0.07375,0.0,0.18736
SPY250926P00622500,SPY,2025-09-26,622.5,put,0.56,0.56,0.55,0.56,371,130,617,762,2025-09-15,0.21487,-0.04858,0.00409,-0.10908,0.11565,-0.00983
SPY250926C00623000,SPY,2025-09-26,623.0,call,37.2,37.83,36.07,39.58,1,11,10,19,2025-09-15,0.01976,1.0,0.0,-0.07381,0.0,0.18751
SPY250926P00623000,SPY,2025-09-26,623.0,put,0.59,0.57,0.56,0.58,436,260,94,593,2025-09-15,0.21487,-0.05079,0.00424,-0.11298,0.11982,-0.01028
SPY250926C00624000,SPY,2025-09-26,624.0,call,29.85,36.82,35.05,38.59,11,11,0,32,2025-09-15,0.01976,1.0,0.0,-0.07393,0.0,0.18781
SPY250926P00624000,SPY,2025-09-26,624.0,put,0.66,0.59,0.59,0.6,260,350,4,1323,2025-09-15,0.21487,-0.05544,0.00454,-0.12103,0.12844,-0.01122
SPY250926C00625000,SPY,2025-09-26,625.0,call,35.73,35.84,34.07,37.61,11,11,14,388,2025-09-15,0.01976,1.0,0.0,-0.07405,0.0,0.18811
SPY250926P00625000,SPY,2025-09-26,625.0,put,0.62,0.62,0.62,0.63,204,364,112,2043,2025-09-15,0.21487,-0.06041,0.00486,-0.1294,0.13741,-0.01223
SPY250926C00626000,SPY,2025-09-26,626.0,call,32.27,34.85,33.08,36.62,11,11,0,69,2025-09-15,0.01976,1.0,0.0,-0.07417,0.0,0.18841
SPY250926P00626000,SPY,2025-09-26,626.0,put,0.61,0.66,0.65,0.66,85,368,8,711,2025-09-15,0.21487,-0.06572,0.00519,-0.13807,0.14673,-0.01331
SPY250926C00627000,SPY,2025-09-26,627.0,call,21.95,33.87,32.1,35.64,11,11,0,25,2025-09-15,0.01976,1.0,0.0,-0.07428,0.0,0.18871
SPY250926P00627000,SPY,2025-09-26,627.0,put,0.67,0.69,0.68,0.69,168,362,56,887,2025-09-15,0.21487,-0.07137,0.00553,-0.14703,0.15636,-0.01445
SPY250926C00627500,SPY,2025-09-26,627.5,call,24.0,33.39,31.64,35.15,1,11,0,6,2025-09-15,0.01976,1.0,0.0,-0.07434,0.0,0.18886
SPY250926P00627500,SPY,2025-09-26,627.5,put,0.67,0.69,0.69,0.7,345,84,1,832,2025-09-15,0.21487,-0.07433,0.0057,-0.15162,0.1613,-0.01506
SPY250926C00628000,SPY,2025-09-26,628.0,call,33.28,32.91,31.15,34.66,1,11,4,7,2025-09-15,0.01976,1.0,0.0,-0.0744,0.0,0.18901
SPY250926P00628000,SPY,2025-09-26,628.0,put,0.75,0.71,0.71,0.72,260,350,17,924,2025-09-15,0.19536,-0.0592,0.00526,-0.11539,0.13525,-0.01197
SPY250926C00629000,SPY,2025-09-26,629.0,call,32.23,31.92,30.16,33.68,1,11,8,13,2025-09-15,0.01976,1.0,0.0,-0.07452,0.0,0.18931
SPY250926P00629000,SPY,2025-09-26,629.0,put,0.73,0.76,0.75,0.76,82,363,216,1162,2025-09-15,0.19536,-0.06494,0.00565,-0.12392,0.14537,-0.01313
SPY250926C00630000,SPY,2025-09-26,630.0,call,31.14,30.95,29.19,32.7,1,11,192,343,2025-09-15,0.01976,1.0,0.0,-0.07464,0.0,0.18962
SPY250926P00630000,SPY,2025-09-26,630.0,put,0.77,0.8,0.79,0.8,101,355,3287,6110,2025-09-15,0.19536,-0.07109,0.00606,-0.13277,0.15589,-0.01438
SPY250926C00631000,SPY,2025-09-26,631.0,call,30.06,29.96,28.21,31.72,1,11,8,188,2025-09-15,0.01976,1.0,0.0,-0.07476,0.0,0.18992
SPY250926P00631000,SPY,2025-09-26,631.0,put,0.81,0.83,0.83,0.84,99,245,206,10294,2025-09-15,0.19536,-0.07766,0.00649,-0.14192,0.16678,-0.01571
SPY250926C00632000,SPY,2025-09-26,632.0,call,28.79,28.99,27.23,30.75,1,11,11,237,2025-09-15,0.01976,1.0,0.0,-0.07488,0.0,0.19022
SPY250926P00632000,SPY,2025-09-26,632.0,put,0.91,0.88,0.87,0.88,164,163,26,1347,2025-09-15,0.19536,-0.08468,0.00692,-0.15135,0.17803,-0.01713
SPY250926C00632500,SPY,2025-09-26,632.5,call,28.6,28.49,26.72,30.26,11,11,4,179,2025-09-15,0.01976,1.0,0.0,-0.07494,0.0,0.19037
SPY250926P00632500,SPY,2025-09-26,632.5,put,0.94,0.9,0.89,0.91,163,253,80,725,2025-09-15,0.19536,-0.08835,0.00715,-0.15616,0.18378,-0.01788
SPY250926C00633000,SPY,2025-09-26,633.0,call,27.96,28.01,26.23,29.78,11,11,18,1370,2025-09-15,0.01976,1.0,0.0,-0.07499,0.0,0.19052
SPY250926P00633000,SPY,2025-09-26,633.0,put,0.92,0.93,0.92,0.93,163,236,3285,3533,2025-09-15,0.19536,-0.09215,0.00737,-0.16103,0.1896,-0.01865
SPY250926C00634000,SPY,2025-09-26,634.0,call,26.72,27.04,25.26,28.81,11,11,9,251,2025-09-15,0.01976,1.0,0.0,-0.07511,0.0,0.19082
SPY250926P00634000,SPY,2025-09-26,634.0,put,0.97,0.97,0.97,0.98,162,230,47,776,2025-09-15,0.19536,-0.10008,0.00783,-0.17093,0.20147,-0.02026
SPY250926C00635000,SPY,2025-09-26,635.0,call,26.16,26.07,24.3,27.84,11,11,2901,903,2025-09-15,0.01976,1.0,0.0,-0.07523,0.0,0.19112
SPY250926P00635000,SPY,2025-09-26,635.0,put,1.02,1.03,1.02,1.04,198,245,919,12364,2025-09-15,0.19536,-0.10848,0.00831,-0.18103,0.2136,-0.02197
SPY250926C00636000,SPY,2025-09-26,636.0,call,25.2,25.1,23.33,26.88,11,11,206,473,2025-09-15,0.01976,1.0,0.0,-0.07535,0.0,0.19142
SPY250926P00636000,SPY,2025-09-26,636.0,put,1.08,1.09,1.08,1.1,160,244,88,754,2025-09-15,0.17585,-0.094,0.00831,-0.14632,0.19241,-0.01899
SPY250926C00637000,SPY,2025-09-26,637.0,call,23.77,24.15,22.38,25.92,11,11,614,451,2025-09-15,0.01976,1.0,0.0,-0.07547,0.0,0.19172
SPY250926P00637000,SPY,2025-09-26,637.0,put,1.14,1.15,1.15,1.16,159,153,258,867,2025-09-15,0.17585,-0.10293,0.00888,-0.15618,0.20563,-0.0208
SPY250926C00637500,SPY,2025-09-26,637.5,call,23.42,23.67,21.9,25.44,11,11,223,104,2025-09-15,0.01976,1.0,0.0,-0.07553,0.0,0.19187
SPY250926P00637500,SPY,2025-09-26,637.5,put,1.18,1.19,1.18,1.2,184,244,2132,827,2025-09-15,0.17585,-0.10761,0.00917,-0.16118,0.21236,-0.02175
SPY250926C00638000,SPY,2025-09-26,638.0,call,22.37,23.19,21.42,24.96,11,11,4,1341,2025-09-15,0.01976,1.0,0.0,-0.07559,0.0,0.19202
SPY250926P00638000,SPY,2025-09-26,638.0,put,1.2,1.23,1.22,1.23,158,231,205,7057,2025-09-15,0.17585,-0.11244,0.00947,-0.16622,0.21915,-0.02273
SPY250926C00639000,SPY,2025-09-26,639.0,call,21.75,22.24,20.47,24.01,11,11,3,751,2025-09-15,0.01976,1.0,0.0,-0.07571,0.0,0.19232
SPY250926P00639000,SPY,2025-09-26,639.0,put,1.29,1.3,1.29,1.31,194,233,3320,9885,2025-09-15,0.17585,-0.12254,0.01006,-0.17643,0.23293,-0.02478
SPY250926C00640000,SPY,2025-09-26,640.0,call,20.97,21.27,19.53,23.02,11,1,294,1438,2025-09-15,0.01976,1.0,0.0,-0.07582,0.0,0.19263
SPY250926P00640000,SPY,2025-09-26,640.0,put,1.38,1.38,1.37,1.39,193,230,1763,5419,2025-09-15,0.17585,-0.13325,0.01067,-0.18673,0.24689,-0.02695
SPY250926C00641000,SPY,2025-09-26,641.0,call,20.01,20.31,18.64,21.99,1,1,3,1121,2025-09-15,0.01976,1.0,0.0,-0.07594,0.0,0.19293
SPY250926P00641000,SPY,2025-09-26,641.0,put,1.47,1.46,1.46,1.47,70,84,236,1580,2025-09-15,0.17585,-0.14457,0.01127,-0.19709,0.26099,-0.02925
SPY250926C00642000,SPY,2025-09-26,642.0,call,19.55,19.38,17.72,21.04,1,1,25,724,2025-09-15,0.01976,1.0,0.0,-0.07606,0.0,0.19323
SPY250926P00642000,SPY,2025-09-26,642.0,put,1.48,1.56,1.55,1.57,191,224,285,3581,2025-09-15,0.17585,-0.1565,0.01189,-0.20746,0.27514,-0.03168
SPY250926C00642500,SPY,2025-09-26,642.5,call,19.39,18.93,17.42,20.43,1,1,21,157,2025-09-15,0.01976,1.0,0.0,-0.07612,0.0,0.19338
SPY250926P00642500,SPY,2025-09-26,642.5,put,1.57,1.61,1.6,1.62,144,209,16,2476,2025-09-15,0.17585,-0.1627,0.01219,-0.21262,0.28222,-0.03294
SPY250926C00643000,SPY,2025-09-26,643.0,call,18.62,18.46,16.86,20.06,1,1,24,1040,2025-09-15,0.01976,1.0,0.0,-0.07618,0.0,0.19353
SPY250926P00643000,SPY,2025-09-26,643.0,put,1.66,1.66,1.65,1.67,144,203,136,719,2025-09-15,0.17585,-0.16904,0.0125,-0.21776,0.28929,-0.03423
SPY250926C00644000,SPY,2025-09-26,644.0,call,16.67,17.55,16.06,19.04,1,1,13,1419,2025-09-15,0.01976,1.0,0.0,-0.0763,0.0,0.19383
SPY250926P00644000,SPY,2025-09-26,644.0,put,1.69,1.77,1.76,1.78,143,201,94,1774,2025-09-15,0.17585,-0.18219,0.0131,-0.22795,0.30335,-0.0369
SPY250926C00645000,SPY,2025-09-26,645.0,call,16.6,16.64,15.13,18.14,1,1,137,1395,2025-09-15,0.01976,1.0,0.0,-0.07642,0.0,0.19413
SPY250926P00645000,SPY,2025-09-26,645.0,put,1.89,1.89,1.88,1.9,14,206,4414,3784,2025-09-15,0.15634,-0.16866,0.01404,-0.19186,0.28887,-0.03409
SPY250926C00646000,SPY,2025-09-26,646.0,call,15.85,15.34,14.3,16.38,1,5,32,705,2025-09-15,0.01976,1.0,0.0,-0.07654,0.0,0.19443
SPY250926P00646000,SPY,2025-09-26,646.0,put,1.97,2.01,2.01,2.02,64,187,87,1820,2025-09-15,0.15634,-0.18342,0.0148,-0.20188,0.30463,-0.03708
SPY250926C00647000,SPY,2025-09-26,647.0,call,14.59,14.74,13.49,15.99,1,22,20,925,2025-09-15,0.01976,1.0,0.0,-0.07665,0.0,0.19473
SPY250926P00647000,SPY,2025-09-26,647.0,put,2.06,2.16,2.15,2.16,63,185,380,4939,2025-09-15,0.15634,-0.19894,0.01556,-0.2117,0.32019,-0.04023
SPY250926C00648000,SPY,2025-09-26,648.0,call,13.66,13.48,12.7,14.27,1,15,30,994,2025-09-15,0.01976,1.0,0.0,-0.07677,0.0,0.19503
SPY250926P00648000,SPY,2025-09-26,648.0,put,2.3,2.3,2.3,2.31,62,140,454,3786,2025-09-15,0.15634,-0.2152,0.0163,-0.22122,0.33542,-0.04354
SPY250926C00649000,SPY,2025-09-26,649.0,call,12.78,13.71,13.04,14.39,1,1,37,1624,2025-09-15,0.11731,0.83327,0.01857,-0.21658,0.28673,0.16176
SPY250926P00649000,SPY,2025-09-26,649.0,put,2.43,2.47,2.46,2.48,86,124,8349,9381,2025-09-15,0.15634,-0.23218,0.01702,-0.23038,0.35023,-0.04699
SPY250926C00650000,SPY,2025-09-26,650.0,call,12.32,11.76,11.11,12.41,1,1,284,5774,2025-09-15,0.03927,0.99581,0.00274,-0.07921,0.01416,0.1948
SPY250926P00650000,SPY,2025-09-26,650.0,put,2.66,2.65,2.64,2.66,84,124,5137,7985,2025-09-15,0.15634,-0.24985,0.01771,-0.2391,0.36448,-0.05058
SPY250926C00651000,SPY,2025-09-26,651.0,call,11.4,11.25,10.41,12.09,1,23,89,1054,2025-09-15,0.07829,0.8877,0.02125,-0.14618,0.21896,0.17342
SPY250926P00651000,SPY,2025-09-26,651.0,put,2.83,2.85,2.84,2.86,68,124,686,862,2025-09-15,0.15634,-0.26818,0.01837,-0.24729,0.37808,-0.05431
SPY250926C00652000,SPY,2025-09-26,652.0,call,10.63,10.63,10.6,10.66,8,8,195,12454,2025-09-15,0.07829,0.86465,0.02421,-0.15537,0.24955,0.16909
SPY250926P00652000,SPY,2025-09-26,652.0,put,3.05,3.06,3.06,3.07,58,124,8428,1278,2025-09-15,0.15634,-0.28714,0.01899,-0.25489,0.39091,-0.05818
SPY250926C00653000,SPY,2025-09-26,653.0,call,9.56,9.84,9.82,9.87,16,16,64,1662,2025-09-15,0.0978,0.78655,0.02593,-0.20887,0.33383,0.15361
SPY250926P00653000,SPY,2025-09-26,653.0,put,3.24,3.3,3.29,3.31,66,124,261,726,2025-09-15,0.15634,-0.30668,0.01958,-0.26182,0.40287,-0.06216
SPY250926C00654000,SPY,2025-09-26,654.0,call,9.37,9.09,9.06,9.11,62,62,102,2929,2025-09-15,0.0978,0.7594,0.02774,-0.21721,0.35716,0.14843
SPY250926P00654000,SPY,2025-09-26,654.0,put,3.5,3.55,3.54,3.57,124,124,490,2886,2025-09-15,0.15634,-0.32675,0.02011,-0.26801,0.41385,-0.06626
SPY250926C00655000,SPY,2025-09-26,655.0,call,8.3,8.34,8.32,8.37,78,78,177,2449,2025-09-15,0.0978,0.73052,0.02944,-0.22474,0.379,0.1429
SPY250926P00655000,SPY,2025-09-26,655.0,put,3.84,3.84,3.83,3.85,40,124,7574,1942,2025-09-15,0.15634,-0.3473,0.02059,-0.27341,0.42377,-0.07045
SPY250926C00656000,SPY,2025-09-26,656.0,call,7.39,7.63,7.62,7.65,93,50,62,2103,2025-09-15,0.0978,0.70005,0.03098,-0.23128,0.39889,0.13705
SPY250926P00656000,SPY,2025-09-26,656.0,put,4.11,4.15,4.14,4.16,54,109,1500,1228,2025-09-15,0.13683,-0.3517,0.02364,-0.23675,0.42572,-0.07119
SPY250926C00657000,SPY,2025-09-26,657.0,call,7.04,6.96,6.94,6.97,93,93,1835,1377,2025-09-15,0.0978,0.66816,0.03235,-0.23666,0.41643,0.1309
SPY250926P00657000,SPY,2025-09-26,657.0,put,4.48,4.49,4.48,4.49,1,59,549,1592,2025-09-15,0.13683,-0.37577,0.02417,-0.2408,0.43535,-0.07609
SPY250926C00658000,SPY,2025-09-26,658.0,call,6.4,6.3,6.29,6.32,109,111,576,1824,2025-09-15,0.0978,0.63505,0.0335,-0.24072,0.43124,0.1245
SPY250926P00658000,SPY,2025-09-26,658.0,put,4.85,4.85,4.84,4.86,63,109,1105,1141,2025-09-15,0.13683,-0.40029,0.02461,-0.24381,0.44335,-0.0811
SPY250926C00659000,SPY,2025-09-26,659.0,call,5.68,5.69,5.67,5.7,109,60,1693,1832,2025-09-15,0.0978,0.60095,0.03441,-0.24334,0.44299,0.11789
SPY250926P00659000,SPY,2025-09-26,659.0,put,5.15,5.25,5.24,5.26,62,109,967,425,2025-09-15,0.13683,-0.42518,0.02496,-0.24573,0.44965,-0.08618
SPY250926C00660000,SPY,2025-09-26,660.0,call,5.08,5.1,5.09,5.11,109,7,2595,5508,2025-09-15,0.0978,0.56612,0.03506,-0.24443,0.45142,0.11113
SPY250926P00660000,SPY,2025-09-26,660.0,put,5.71,5.69,5.67,5.7,76,109,3238,515,2025-09-15,0.13683,-0.45033,0.02522,-0.24652,0.45417,-0.09133
SPY250926C00661000,SPY,2025-09-26,661.0,call,4.59,4.56,4.55,4.57,59,62,1083,3512,2025-09-15,0.0978,0.53082,0.03545,-0.24392,0.45636,0.10426
SPY250926P00661000,SPY,2025-09-26,661.0,put,6.06,6.15,6.14,6.17,53,109,491,19,2025-09-15,0.13683,-0.47565,0.02537,-0.24615,0.45687,-0.09651
SPY250926C00662000,SPY,2025-09-26,662.0,call,4.21,4.04,4.04,4.05,109,51,1554,2033,2025-09-15,0.0978,0.49533,0.03555,-0.24179,0.45769,0.09734
SPY250926P00662000,SPY,2025-09-26,662.0,put,6.44,6.7,6.29,7.1,1,1,209,29,2025-09-15,0.13683,-0.50102,0.02541,-0.24464,0.45772,-0.10171
SPY250926C00663000,SPY,2025-09-26,663.0,call,3.64,3.58,3.57,3.59,67,101,943,25838,2025-09-15,0.0978,0.45993,0.03537,-0.23806,0.45541,0.09043
SPY250926P00663000,SPY,2025-09-26,663.0,put,6.95,7.25,6.78,7.71,1,1,51,60,2025-09-15,0.13683,-0.52635,0.02536,-0.24197,0.45672,-0.10692
SPY250926C00664000,SPY,2025-09-26,664.0,call,3.17,3.14,3.13,3.15,124,65,996,1239,2025-09-15,0.0978,0.4249,0.03492,-0.23277,0.44959,0.08359
SPY250926P00664000,SPY,2025-09-26,664.0,put,8.0,7.83,7.29,8.37,1,1,35,46,2025-09-15,0.13683,-0.55154,0.0252,-0.23817,0.4539,-0.1121
SPY250926C00665000,SPY,2025-09-26,665.0,call,2.74,2.74,2.73,2.75,124,66,4968,6433,2025-09-15,0.0978,0.3905,0.0342,-0.22602,0.44037,0.07686
SPY250926P00665000,SPY,2025-09-26,665.0,put,8.24,8.45,7.81,9.09,1,1,352,153,2025-09-15,0.13683,-0.57649,0.02494,-0.23328,0.44928,-0.11724
SPY250926C00666000,SPY,2025-09-26,666.0,call,2.43,2.38,2.37,2.39,140,59,1066,791,2025-09-15,0.0978,0.35699,0.03324,-0.21794,0.42799,0.07029
SPY250926P00666000,SPY,2025-09-26,666.0,put,9.15,9.11,8.38,9.84,1,1,13,23,2025-09-15,0.15634,-0.58746,0.0217,-0.27024,0.44668,-0.11987
SPY250926C00667000,SPY,2025-09-26,667.0,call,2.12,2.05,2.05,2.06,140,58,1038,1557,2025-09-15,0.0978,0.3246,0.03206,-0.20865,0.41273,0.06394
SPY250926P00667000,SPY,2025-09-26,667.0,put,9.75,9.8,8.96,10.65,1,1,22,7,2025-09-15,0.15634,-0.60885,0.02141,-0.26415,0.44058,-0.12431
SPY250926C00668000,SPY,2025-09-26,668.0,call,1.8,1.77,1.76,1.77,84,62,1000,1027,2025-09-15,0.0978,0.29352,0.03068,-0.19835,0.39496,0.05784
SPY250926P00668000,SPY,2025-09-26,668.0,put,10.25,10.52,9.58,11.46,1,1,3,3,2025-09-15,0.15634,-0.62987,0.02105,-0.25722,0.43325,-0.12869
SPY250926C00669000,SPY,2025-09-26,669.0,call,1.5,1.5,1.5,1.51,84,66,339,1141,2025-09-15,0.0978,0.26395,0.02913,-0.18721,0.37504,0.05204
SPY250926P00669000,SPY,2025-09-26,669.0,put,11.8,11.28,10.21,12.34,1,1,3,1,2025-09-15,0.15634,-0.65048,0.02064,-0.2495,0.42476,-0.13299
SPY250926C00670000,SPY,2025-09-26,670.0,call,1.26,1.27,1.27,1.28,171,115,1409,6741,2025-09-15,0.0978,0.23601,0.02745,-0.17543,0.35341,0.04654
SPY250926P00670000,SPY,2025-09-26,670.0,put,11.82,12.06,10.96,13.16,1,1,125,25,2025-09-15,0.15634,-0.67063,0.02017,-0.24103,0.41519,-0.1372
SPY250926C00671000,SPY,2025-09-26,671.0,call,1.08,1.08,1.07,1.08,187,74,200,859,2025-09-15,0.0978,0.20982,0.02567,-0.16322,0.3305,0.04139
SPY250926P00671000,SPY,2025-09-26,671.0,put,0.0,12.88,11.55,14.2,1,1,0,2,2025-09-15,0.15634,-0.69027,0.01966,-0.2319,0.40462,-0.14132
SPY250926C00672000,SPY,2025-09-26,672.0,call,0.91,0.9,0.89,0.91,187,270,449,1274,2025-09-15,0.0978,0.18546,0.02382,-0.15077,0.30673,0.0366
SPY250926P00672000,SPY,2025-09-26,672.0,put,13.71,13.7,12.29,15.12,1,1,8,2,2025-09-15,0.15634,-0.70935,0.0191,-0.22217,0.39315,-0.14534
SPY250926C00673000,SPY,2025-09-26,673.0,call,0.76,0.76,0.75,0.76,109,286,270,471,2025-09-15,0.0978,0.16297,0.02194,-0.13826,0.28253,0.03217
SPY250926P00673000,SPY,2025-09-26,673.0,put,0.0,14.57,13.03,16.11,1,1,0,2,2025-09-15,0.17585,-0.70395,0.01713,-0.25998,0.39652,-0.14471
SPY250926C00674000,SPY,2025-09-26,674.0,call,0.63,0.62,0.62,0.63,218,94,598,608,2025-09-15,0.0978,0.14236,0.02006,-0.12589,0.25828,0.02811
SPY250926P00674000,SPY,2025-09-26,674.0,put,15.35,15.46,13.86,17.06,1,1,1,0,2025-09-15,0.17585,-0.72054,0.01667,-0.25008,0.38586,-0.14823
SPY250926C00675000,SPY,2025-09-26,675.0,call,0.53,0.52,0.51,0.53,322,1666,523,1873,2025-09-15,0.0978,0.12362,0.0182,-0.11379,0.23435,0.02442
SPY250926P00675000,SPY,2025-09-26,675.0,put,16.36,16.37,14.64,18.1,30,10,10,19,2025-09-15,0.17585,-0.73664,0.01618,-0.23974,0.37462,-0.15166
SPY250926C00676000,SPY,2025-09-26,676.0,call,0.44,0.43,0.43,0.44,135,523,161,682,2025-09-15,0.0978,0.1067,0.01639,-0.10212,0.21106,0.02108
SPY250926P00676000,SPY,2025-09-26,676.0,put,0.0,17.31,15.59,19.03,30,10,0,0,2025-09-15,0.17585,-0.75222,0.01568,-0.22904,0.36287,-0.15499
SPY250926C00677000,SPY,2025-09-26,677.0,call,0.34,0.35,0.35,0.36,547,86,320,255,2025-09-15,0.0978,0.09154,0.01465,-0.091,0.18867,0.01809
SPY250926P00677000,SPY,2025-09-26,677.0,put,17.84,18.25,16.55,19.95,30,1,1,8,2025-09-15,0.17585,-0.76728,0.01515,-0.21802,0.35068,-0.15822
SPY250926C00678000,SPY,2025-09-26,678.0,call,0.28,0.29,0.29,0.3,1993,96,36,48,2025-09-15,0.0978,0.07805,0.013,-0.0805,0.16742,0.01543
SPY250926P00678000,SPY,2025-09-26,678.0,put,0.0,19.16,17.42,20.91,10,1,0,0,2025-09-15,0.19536,-0.7572,0.01396,-0.25707,0.35893,-0.15666
SPY250926C00679000,SPY,2025-09-26,679.0,call,0.26,0.26,0.25,0.26,140,2604,44,297,2025-09-15,0.0978,0.06615,0.01145,-0.07071,0.14747,0.01308
SPY250926P00679000,SPY,2025-09-26,679.0,put,19.99,20.13,18.39,21.87,10,1,2,0,2025-09-15,0.19536,-0.77059,0.01353,-0.24612,0.34789,-0.15955
SPY250926C00680000,SPY,2025-09-26,680.0,call,0.21,0.21,0.21,0.22,247,2871,947,2756,2025-09-15,0.0978,0.05572,0.01002,-0.06166,0.12895,0.01102
SPY250926P00680000,SPY,2025-09-26,680.0,put,21.5,21.11,19.37,22.85,10,1,3,0,2025-09-15,0.19536,-0.78353,0.01309,-0.23496,0.33657,-0.16237
SPY250926C00681000,SPY,2025-09-26,681.0,call,0.17,0.18,0.18,0.19,160,2819,67,7,2025-09-15,0.0978,0.04664,0.00869,-0.05339,0.11193,0.00923
SPY250926P00681000,SPY,2025-09-26,681.0,put,0.0,22.11,20.35,23.86,10,10,0,1,2025-09-15,0.21487,-0.77311,0.01222,-0.27441,0.34573,-0.16073
SPY250926C00682000,SPY,2025-09-26,682.0,call,0.15,0.15,0.15,0.16,1418,1161,13,24,2025-09-15,0.0978,0.0388,0.00749,-0.0459,0.09646,0.00768
SPY250926P00682000,SPY,2025-09-26,682.0,put,0.0,23.09,21.33,24.84,10,10,0,0,2025-09-15,0.21487,-0.78479,0.01186,-0.26334,0.33543,-0.1633
SPY250926C00683000,SPY,2025-09-26,683.0,call,0.12,0.14,0.13,0.14,1464,1180,1,210,2025-09-15,0.0978,0.03208,0.00641,-0.03918,0.08252,0.00635
SPY250926P00683000,SPY,2025-09-26,683.0,put,0.0,24.07,22.32,25.83,10,10,0,0,2025-09-15,0.21487,-0.79609,0.01149,-0.25212,0.32495,-0.16579
SPY250926C00684000,SPY,2025-09-26,684.0,call,0.11,0.11,0.11,0.12,2286,1262,12,254,2025-09-15,0.0978,0.02636,0.00544,-0.03321,0.0701,0.00522
